sea,target_coverage,bootstrap,q0,q1,q2
bohol,0.95,1,10.95694192786624,0.11165609840509205,-2.8235798547294095
bohol,0.95,2,25.695716894502283,5.797263857239798,-0.6531794377106692
bohol,0.95,3,10.059667734682392,2.6054922543967933,-0.44028987893572946
bohol,0.95,4,12.667850124267744,-1.4329819285468233,-4.6230966700066745
bohol,0.95,5,6.6035931018572285,2.130195735398587,-0.9086106369318827
bohol,0.95,6,1.6663792107059692,-0.7204627914098012,-0.7068811251140872
bohol,0.95,7,18.10181865250658,1.394435452533699,-2.602633267342739
bohol,0.95,8,18.608081558060377,4.449545410109721,0.6710061320539467
bohol,0.95,9,15.399137233898301,4.153863805702073,-1.2418611708633662
bohol,0.95,10,-0.6345323858897132,-2.212206239123688,-2.5250457505692268
bohol,0.95,11,23.296104387690946,2.1562902096067944,-1.4086604948067105
bohol,0.95,12,2.186681095981527,3.854152951298829,1.828122805568519
bohol,0.95,13,1.346817665695255,0.08208338603441234,-3.285556988927091
bohol,0.95,14,22.291726563989386,2.2478142555313667,0.5832673703356761
bohol,0.95,15,3.800603154177111,1.8160258522617596,-2.095375124034767
bohol,0.95,16,6.810809620956917,0.46564206477164305,-1.5582158355923994
bohol,0.95,17,4.356964888891042,2.3244375806420123,-1.868113217630956
bohol,0.95,18,14.83797347656261,0.8996262126135832,-2.4873906661244973
bohol,0.95,19,-0.869313311864147,-2.552956216977776,-3.4699973735044907
bohol,0.95,20,1.35204865291783,0.6841725138455104,-1.795464346738889
bohol,0.95,21,0.12536900928233763,-2.5944418901069355,-3.0843701235699825
bohol,0.95,22,4.873836032230088,-4.69563496307201,-5.847590865014482
bohol,0.95,23,-3.702857111331042,-6.157383881794246,-5.703448364259863
bohol,0.95,24,2.5390444026307932,-1.9818824678640823,-2.9608878445533335
bohol,0.95,25,5.340561149445051,1.3387365296082834,-0.6763675262893543
bohol,0.95,26,5.863914682462109,0.8152349890603006,-1.042567161058777
bohol,0.95,27,14.331303555535186,2.1663018995534316,-1.038458021435595
bohol,0.95,28,18.88588705433753,2.983283746731061,-2.6787714486724212
bohol,0.95,29,5.280205905132107,1.7567890639462291,-1.6108444151764587
bohol,0.95,30,4.681673116595164,3.035704340589888,-1.3155652621867375
bohol,0.95,31,3.9278478257505185,3.6506091312836304,-0.7804309803546658
bohol,0.95,32,-3.4149686601121516,-4.143920165799003,-4.577118656358351
bohol,0.95,33,-3.8938684473710907,-1.8207859186520636,-2.5474018605022124
bohol,0.95,34,18.840355276636956,7.59831739805891,3.2113865742400236
bohol,0.95,35,19.821686068822146,7.728977432947062,2.478271027030459
bohol,0.95,36,7.194230852335636,-1.0237224507110625,-2.6367480949502067
bohol,0.95,37,13.240293561274513,0.3540873085472924,-3.0281615780698274
bohol,0.95,38,14.425431892275355,3.3527471257132646,-1.5979277227342834
bohol,0.95,39,14.494047787007332,4.833787956997952,-0.1601256250088099
bohol,0.95,40,2.170001069519202,-2.1543569073657522,-2.2496007214626346
bohol,0.95,41,1.8051013257421005,1.2444443611420297,0.19121396767303622
bohol,0.95,42,-7.796520058732796,-2.363610263545567,-3.942005374121024
bohol,0.95,43,-8.831569776069188,-4.21692683541751,-4.072335268767169
bohol,0.95,44,-3.655156212345986,-0.7055796983450193,-1.6016978584847905
bohol,0.95,45,14.547006603339554,-2.2117339376658407,-2.6275251588460264
bohol,0.95,46,5.465319338430163,2.5265458343190517,0.5018981904151616
bohol,0.95,47,7.1273088909031515,-1.9436048713620693,-4.379542625513572
bohol,0.95,48,5.533587121401553,2.48530880471543,-1.758424592418251
bohol,0.95,49,6.472747227813613,-1.2273818679769306,-2.5377328264588
bohol,0.95,50,12.371864179041722,4.6600751726251275,-0.3595575534988029
bohol,0.95,51,7.354538054639448,-0.8717006961122706,-2.433688822176869
bohol,0.95,52,9.871673728555663,-3.1837731553328865,-5.671324279079556
bohol,0.95,53,14.87918986891529,3.7756372367997244,-1.3500342908161826
bohol,0.95,54,2.877926939708175,-2.5046702766385636,-1.5781973426958729
bohol,0.95,55,4.519334367239821,1.062487141457666,-1.9062917446718544
bohol,0.95,56,-4.0208430594423135,1.0569100096776083,-0.5604147330112355
bohol,0.95,57,-0.8901066563472,-2.2733354848341776,-4.238417745393335
bohol,0.95,58,9.622572405885933,-0.8025857813204027,-2.0975325427602627
bohol,0.95,59,4.826379745974606,3.2355088506966183,-1.0201570888509792
bohol,0.95,60,0.12243507730866554,-0.2633278997049473,-0.7542868991059208
bohol,0.95,61,18.69467731478784,3.9689260385891885,-2.277176010465432
bohol,0.95,62,21.33537396901724,0.29390307576107944,-4.572986046087678
bohol,0.95,63,21.6530184733123,3.6068479899640096,-0.3222669239959828
